Source Node,Destination Node,Node Type,Flow Capacity,Distance Between Nodes
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 3,Consumption Point,58142,324
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 4,Consumption Point,23372,263
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 5,Consumption Point,22141,446
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 6,Consumption Point,37760,416
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 7,Consumption Point,39127,396
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 8,Consumption Point,46345,254
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 9,Consumption Point,23173,273
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 10,Consumption Point,42541,296
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 11,Consumption Point,53103,113
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 12,Consumption Point,31986,347
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 13,Consumption Point,52909,256
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 14,Consumption Point,26052,188
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 15,Consumption Point,44833,212
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 16,Consumption Point,30378,387
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 17,Consumption Point,35394,299
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 18,Consumption Point,29895,129
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 19,Consumption Point,34430,345
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 20,Consumption Point,35324,374
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 21,Consumption Point,55615,192
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 22,Consumption Point,20763,405
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 23,Consumption Point,29345,299
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 24,Consumption Point,43068,134
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 25,Consumption Point,39891,283
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 26,Consumption Point,40776,351
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 27,Consumption Point,23166,172
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 28,Consumption Point,23277,455
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 29,Consumption Point,57466,163
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 30,Consumption Point,38823,385
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 31,Consumption Point,36818,309
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 32,Consumption Point,40560,365
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 33,Consumption Point,35755,283
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 34,Consumption Point,29756,321
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 35,Consumption Point,25084,207
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 36,Consumption Point,49900,301
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 37,Consumption Point,21739,400
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 38,Consumption Point,47872,393
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 39,Consumption Point,41332,291
Estación de Bombeo de Puente Piedra,Hogar San Martín de Porres 40,Consumption Point,24698,457
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 1,Consumption Point,50749,462
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 2,Consumption Point,32211,418
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 3,Consumption Point,24210,276
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 4,Consumption Point,57598,305
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 5,Consumption Point,44634,333
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 6,Consumption Point,55989,411
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 7,Consumption Point,46292,360
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 8,Consumption Point,51828,205
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 9,Consumption Point,54507,210
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 10,Consumption Point,50805,165
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 11,Consumption Point,23369,320
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 12,Consumption Point,42158,303
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 13,Consumption Point,58971,269
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 14,Consumption Point,56890,252
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 15,Consumption Point,45226,328
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 16,Consumption Point,39348,271
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 17,Consumption Point,59395,231
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 18,Consumption Point,24881,151
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 19,Consumption Point,38880,162
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 20,Consumption Point,45422,436
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 21,Consumption Point,37855,107
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 22,Consumption Point,32542,267
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 23,Consumption Point,40972,416
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 24,Consumption Point,27143,254
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 25,Consumption Point,52689,452
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 26,Consumption Point,35465,245
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 27,Consumption Point,35275,327
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 28,Consumption Point,23153,488
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 29,Consumption Point,51782,327
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 30,Consumption Point,24934,367
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 31,Consumption Point,25806,316
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 32,Consumption Point,22760,385
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 33,Consumption Point,29434,131
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 34,Consumption Point,38338,219
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 35,Consumption Point,22483,145
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 36,Consumption Point,31693,232
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 37,Consumption Point,37177,312
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 38,Consumption Point,21888,186
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 39,Consumption Point,48091,132
Estación de Bombeo de Puente Piedra,Hogar Puente Piedra 40,Consumption Point,54830,109
Estaciones en Ventanilla,Hogar Ventanilla 1,Consumption Point,34628,459
Estaciones en Ventanilla,Hogar Ventanilla 2,Consumption Point,57459,261
Estaciones en Ventanilla,Hogar Ventanilla 3,Consumption Point,25673,322
Estaciones en Ventanilla,Hogar Ventanilla 4,Consumption Point,52538,293
Estaciones en Ventanilla,Hogar Ventanilla 5,Consumption Point,59257,378
Estaciones en Ventanilla,Hogar Ventanilla 6,Consumption Point,37681,192
Estaciones en Ventanilla,Hogar Ventanilla 7,Consumption Point,25396,238
Estaciones en Ventanilla,Hogar Ventanilla 8,Consumption Point,26642,113
Estaciones en Ventanilla,Hogar Ventanilla 9,Consumption Point,53144,299
Estaciones en Ventanilla,Hogar Ventanilla 10,Consumption Point,36358,180
Estaciones en Ventanilla,Hogar Ventanilla 11,Consumption Point,27278,480
Estaciones en Ventanilla,Hogar Ventanilla 12,Consumption Point,27254,314
Estaciones en Ventanilla,Hogar Ventanilla 13,Consumption Point,37203,342
Estaciones en Ventanilla,Hogar Ventanilla 14,Consumption Point,45515,314
Estaciones en Ventanilla,Hogar Ventanilla 15,Consumption Point,59189,351
Estaciones en Ventanilla,Hogar Ventanilla 16,Consumption Point,29686,189
Estaciones en Ventanilla,Hogar Ventanilla 17,Consumption Point,20084,439
Estaciones en Ventanilla,Hogar Ventanilla 18,Consumption Point,53724,120
Estaciones en Ventanilla,Hogar Ventanilla 19,Consumption Point,29532,258
Estaciones en Ventanilla,Hogar Ventanilla 20,Consumption Point,49327,112
Estaciones en Ventanilla,Hogar Ventanilla 21,Consumption Point,28473,155
Estaciones en Ventanilla,Hogar Ventanilla 22,Consumption Point,50416,165
Estaciones en Ventanilla,Hogar Ventanilla 23,Consumption Point,32967,245
Estaciones en Ventanilla,Hogar Ventanilla 24,Consumption Point,20967,358
Estaciones en Ventanilla,Hogar Ventanilla 25,Consumption Point,51180,138
Estaciones en Ventanilla,Hogar Ventanilla 26,Consumption Point,49261,151
Estaciones en Ventanilla,Hogar Ventanilla 27,Consumption Point,29849,458
Estaciones en Ventanilla,Hogar Ventanilla 28,Consumption Point,55539,174
Estaciones en Ventanilla,Hogar Ventanilla 29,Consumption Point,37079,224
Estaciones en Ventanilla,Hogar Ventanilla 30,Consumption Point,30027,287
Estaciones en Ventanilla,Hogar Ventanilla 31,Consumption Point,20518,241
Estaciones en Ventanilla,Hogar Ventanilla 32,Consumption Point,44511,437
Estaciones en Ventanilla,Hogar Ventanilla 33,Consumption Point,36127,494
Estaciones en Ventanilla,Hogar Ventanilla 34,Consumption Point,47752,423
Estaciones en Ventanilla,Hogar Ventanilla 35,Consumption Point,37506,186
Estaciones en Ventanilla,Hogar Ventanilla 36,Consumption Point,34559,485
Estaciones en Ventanilla,Hogar Ventanilla 37,Consumption Point,31714,474
Estaciones en Ventanilla,Hogar Ventanilla 38,Consumption Point,31189,462
Estaciones en Ventanilla,Hogar Ventanilla 39,Consumption Point,24186,300
Estaciones en Ventanilla,Hogar Ventanilla 40,Consumption Point,52105,397
Estación de Bombeo de Villa María,Hogar Villa El Salvador 1,Consumption Point,35272,459
Estación de Bombeo de Villa María,Hogar Villa El Salvador 2,Consumption Point,45819,125
Estación de Bombeo de Villa María,Hogar Villa El Salvador 3,Consumption Point,33713,147
Estación de Bombeo de Villa María,Hogar Villa El Salvador 4,Consumption Point,48892,219
Estación de Bombeo de Villa María,Hogar Villa El Salvador 5,Consumption Point,58720,120
Estación de Bombeo de Villa María,Hogar Villa El Salvador 6,Consumption Point,57753,491
Estación de Bombeo de Villa María,Hogar Villa El Salvador 7,Consumption Point,41468,460
Estación de Bombeo de Villa María,Hogar Villa El Salvador 8,Consumption Point,35798,380
Estación de Bombeo de Villa María,Hogar Villa El Salvador 9,Consumption Point,57842,220
Estación de Bombeo de Villa María,Hogar Villa El Salvador 10,Consumption Point,28310,104
Estación de Bombeo de Villa María,Hogar Villa El Salvador 11,Consumption Point,46926,180
Estación de Bombeo de Villa María,Hogar Villa El Salvador 12,Consumption Point,35496,319
Estación de Bombeo de Villa María,Hogar Villa El Salvador 13,Consumption Point,20183,253
Estación de Bombeo de Villa María,Hogar Villa El Salvador 14,Consumption Point,32481,423
Estación de Bombeo de Villa María,Hogar Villa El Salvador 15,Consumption Point,36483,291
Estación de Bombeo de Villa María,Hogar Villa El Salvador 16,Consumption Point,20503,229
Estación de Bombeo de Villa María,Hogar Villa El Salvador 17,Consumption Point,56238,180
Estación de Bombeo de Villa María,Hogar Villa El Salvador 18,Consumption Point,33098,495
Estación de Bombeo de Villa María,Hogar Villa El Salvador 19,Consumption Point,44277,334
Estación de Bombeo de Villa María,Hogar Villa El Salvador 20,Consumption Point,55989,150
Estación de Bombeo de Villa María,Hogar Villa El Salvador 21,Consumption Point,28333,203
Estación de Bombeo de Villa María,Hogar Villa El Salvador 22,Consumption Point,59349,309
Estación de Bombeo de Villa María,Hogar Villa El Salvador 23,Consumption Point,58677,426
Estación de Bombeo de Villa María,Hogar Villa El Salvador 24,Consumption Point,37540,500
Estación de Bombeo de Villa María,Hogar Villa El Salvador 25,Consumption Point,21289,145
Estación de Bombeo de Villa María,Hogar Villa El Salvador 26,Consumption Point,25546,357
Estación de Bombeo de Villa María,Hogar Villa El Salvador 27,Consumption Point,48802,424
Estación de Bombeo de Villa María,Hogar Villa El Salvador 28,Consumption Point,37796,228
Estación de Bombeo de Villa María,Hogar Villa El Salvador 29,Consumption Point,27888,245
Estación de Bombeo de Villa María,Hogar Villa El Salvador 30,Consumption Point,35429,227
Estación de Bombeo de Villa María,Hogar Villa El Salvador 31,Consumption Point,22064,349
Estación de Bombeo de Villa María,Hogar Villa El Salvador 32,Consumption Point,45878,428
Estación de Bombeo de Villa María,Hogar Villa El Salvador 33,Consumption Point,43068,477
Estación de Bombeo de Villa María,Hogar Villa El Salvador 34,Consumption Point,47860,259
Estación de Bombeo de Villa María,Hogar Villa El Salvador 35,Consumption Point,55289,400
Estación de Bombeo de Villa María,Hogar Villa El Salvador 36,Consumption Point,55475,387
Estación de Bombeo de Villa María,Hogar Villa El Salvador 37,Consumption Point,43878,215
Estación de Bombeo de Villa María,Hogar Villa El Salvador 38,Consumption Point,38603,154
Estación de Bombeo de Villa María,Hogar Villa El Salvador 39,Consumption Point,47863,109
Estación de Bombeo de Villa María,Hogar Villa El Salvador 40,Consumption Point,43139,193
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 1,Consumption Point,37285,297
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 2,Consumption Point,33784,102
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 3,Consumption Point,46800,142
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 4,Consumption Point,36088,407
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 5,Consumption Point,50691,245
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 6,Consumption Point,40447,385
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 7,Consumption Point,48341,189
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 8,Consumption Point,56705,334
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 9,Consumption Point,37609,323
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 10,Consumption Point,22561,192
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 11,Consumption Point,25490,319
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 12,Consumption Point,32504,430
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 13,Consumption Point,22868,440
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 14,Consumption Point,55225,309
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 15,Consumption Point,58357,141
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 16,Consumption Point,53603,146
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 17,Consumption Point,20823,128
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 18,Consumption Point,47361,189
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 19,Consumption Point,51585,397
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 20,Consumption Point,24155,416
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 21,Consumption Point,21381,430
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 22,Consumption Point,34878,220
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 23,Consumption Point,30034,184
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 24,Consumption Point,24210,494
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 25,Consumption Point,20618,172
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 26,Consumption Point,54029,383
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 27,Consumption Point,40323,289
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 28,Consumption Point,24358,352
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 29,Consumption Point,57450,389
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 30,Consumption Point,24242,161
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 31,Consumption Point,32374,238
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 32,Consumption Point,40663,263
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 33,Consumption Point,24335,300
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 34,Consumption Point,21497,369
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 35,Consumption Point,39075,293
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 36,Consumption Point,30295,478
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 37,Consumption Point,31664,428
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 38,Consumption Point,31293,395
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 39,Consumption Point,20875,120
Estación de Bombeo de Villa María,Hogar Villa María del Triunfo 40,Consumption Point,51292,346
Estación de Bombeo de Villa María,Hogar Pachacámac 1,Consumption Point,29679,334
Estación de Bombeo de Villa María,Hogar Pachacámac 2,Consumption Point,21248,379
Estación de Bombeo de Villa María,Hogar Pachacámac 3,Consumption Point,54952,150
Estación de Bombeo de Villa María,Hogar Pachacámac 4,Consumption Point,23807,452
Estación de Bombeo de Villa María,Hogar Pachacámac 5,Consumption Point,25464,209
Estación de Bombeo de Villa María,Hogar Pachacámac 6,Consumption Point,52076,125
Estación de Bombeo de Villa María,Hogar Pachacámac 7,Consumption Point,35344,475
Estación de Bombeo de Villa María,Hogar Pachacámac 8,Consumption Point,33605,275
Estación de Bombeo de Villa María,Hogar Pachacámac 9,Consumption Point,54624,482
Estación de Bombeo de Villa María,Hogar Pachacámac 10,Consumption Point,59650,190
Estación de Bombeo de Villa María,Hogar Pachacámac 11,Consumption Point,38156,350
Estación de Bombeo de Villa María,Hogar Pachacámac 12,Consumption Point,25217,116
Estación de Bombeo de Villa María,Hogar Pachacámac 13,Consumption Point,38319,370
Estación de Bombeo de Villa María,Hogar Pachacámac 14,Consumption Point,57393,225
Estación de Bombeo de Villa María,Hogar Pachacámac 15,Consumption Point,30769,264
Estación de Bombeo de Villa María,Hogar Pachacámac 16,Consumption Point,21746,227
Estación de Bombeo de Villa María,Hogar Pachacámac 17,Consumption Point,52461,268
Estación de Bombeo de Villa María,Hogar Pachacámac 18,Consumption Point,28665,372
Estación de Bombeo de Villa María,Hogar Pachacámac 19,Consumption Point,43247,268
Estación de Bombeo de Villa María,Hogar Pachacámac 20,Consumption Point,28603,133
Estación de Bombeo de Villa María,Hogar Pachacámac 21,Consumption Point,26631,338
Estación de Bombeo de Villa María,Hogar Pachacámac 22,Consumption Point,32046,194
Estación de Bombeo de Villa María,Hogar Pachacámac 23,Consumption Point,30276,297
Estación de Bombeo de Villa María,Hogar Pachacámac 24,Consumption Point,42739,239
Estación de Bombeo de Villa María,Hogar Pachacámac 25,Consumption Point,20751,374
Estación de Bombeo de Villa María,Hogar Pachacámac 26,Consumption Point,43250,375
Estación de Bombeo de Villa María,Hogar Pachacámac 27,Consumption Point,57992,402
Estación de Bombeo de Villa María,Hogar Pachacámac 28,Consumption Point,20103,404
Estación de Bombeo de Villa María,Hogar Pachacámac 29,Consumption Point,22137,228
Estación de Bombeo de Villa María,Hogar Pachacámac 30,Consumption Point,20179,156
Estación de Bombeo de Villa María,Hogar Pachacámac 31,Consumption Point,51252,274
Estación de Bombeo de Villa María,Hogar Pachacámac 32,Consumption Point,44726,430
Estación de Bombeo de Villa María,Hogar Pachacámac 33,Consumption Point,21953,149
Estación de Bombeo de Villa María,Hogar Pachacámac 34,Consumption Point,36982,328
Estación de Bombeo de Villa María,Hogar Pachacámac 35,Consumption Point,22036,404
Estación de Bombeo de Villa María,Hogar Pachacámac 36,Consumption Point,41899,310
Estación de Bombeo de Villa María,Hogar Pachacámac 37,Consumption Point,31187,287
Estación de Bombeo de Villa María,Hogar Pachacámac 38,Consumption Point,53193,375
Estación de Bombeo de Villa María,Hogar Pachacámac 39,Consumption Point,42673,198
Estación de Bombeo de Villa María,Hogar Pachacámac 40,Consumption Point,41933,448
Estación de Bombeo de Villa María,Hogar Pucusana 1,Consumption Point,23545,197
Estación de Bombeo de Villa María,Hogar Pucusana 2,Consumption Point,59782,106
Estación de Bombeo de Villa María,Hogar Pucusana 3,Consumption Point,33774,218
Estación de Bombeo de Villa María,Hogar Pucusana 4,Consumption Point,55266,453
Estación de Bombeo de Villa María,Hogar Pucusana 5,Consumption Point,21912,271
Estación de Bombeo de Villa María,Hogar Pucusana 6,Consumption Point,32163,217
Estación de Bombeo de Villa María,Hogar Pucusana 7,Consumption Point,20620,118
Estación de Bombeo de Villa María,Hogar Pucusana 8,Consumption Point,27544,100
Estación de Bombeo de Villa María,Hogar Pucusana 9,Consumption Point,25069,100
Estación de Bombeo de Villa María,Hogar Pucusana 10,Consumption Point,57842,202
Estación de Bombeo de Villa María,Hogar Pucusana 11,Consumption Point,43047,250
Estación de Bombeo de Villa María,Hogar Pucusana 12,Consumption Point,25891,179
Estación de Bombeo de Villa María,Hogar Pucusana 13,Consumption Point,51638,392
Estación de Bombeo de Villa María,Hogar Pucusana 14,Consumption Point,52116,210
Estación de Bombeo de Villa María,Hogar Pucusana 15,Consumption Point,55032,456
Estación de Bombeo de Villa María,Hogar Pucusana 16,Consumption Point,38370,392
Estación de Bombeo de Villa María,Hogar Pucusana 17,Consumption Point,52208,491
Estación de Bombeo de Villa María,Hogar Pucusana 18,Consumption Point,21290,433
Estación de Bombeo de Villa María,Hogar Pucusana 19,Consumption Point,25035,434
Estación de Bombeo de Villa María,Hogar Pucusana 20,Consumption Point,52068,433
Estación de Bombeo de Villa María,Hogar Pucusana 21,Consumption Point,25365,288
Estación de Bombeo de Villa María,Hogar Pucusana 22,Consumption Point,57326,221
Estación de Bombeo de Villa María,Hogar Pucusana 23,Consumption Point,40545,222
Estación de Bombeo de Villa María,Hogar Pucusana 24,Consumption Point,47707,110
Estación de Bombeo de Villa María,Hogar Pucusana 25,Consumption Point,56019,361
Estación de Bombeo de Villa María,Hogar Pucusana 26,Consumption Point,26036,409
Estación de Bombeo de Villa María,Hogar Pucusana 27,Consumption Point,41206,373
Estación de Bombeo de Villa María,Hogar Pucusana 28,Consumption Point,21813,257
Estación de Bombeo de Villa María,Hogar Pucusana 29,Consumption Point,34703,311
Estación de Bombeo de Villa María,Hogar Pucusana 30,Consumption Point,22525,364
Estación de Bombeo de Villa María,Hogar Pucusana 31,Consumption Point,30999,107
Estación de Bombeo de Villa María,Hogar Pucusana 32,Consumption Point,41038,100
Estación de Bombeo de Villa María,Hogar Pucusana 33,Consumption Point,27329,484
Estación de Bombeo de Villa María,Hogar Pucusana 34,Consumption Point,38163,110
Estación de Bombeo de Villa María,Hogar Pucusana 35,Consumption Point,48813,457
Estación de Bombeo de Villa María,Hogar Pucusana 36,Consumption Point,44730,364
Estación de Bombeo de Villa María,Hogar Pucusana 37,Consumption Point,36704,468
Estación de Bombeo de Villa María,Hogar Pucusana 38,Consumption Point,21102,281
Estación de Bombeo de Villa María,Hogar Pucusana 39,Consumption Point,21703,333
Estación de Bombeo de Villa María,Hogar Pucusana 40,Consumption Point,22316,329
Estación de Bombeo de Villa María,Hogar San Bartolo 1,Consumption Point,50464,279
Estación de Bombeo de Villa María,Hogar San Bartolo 2,Consumption Point,21907,117
Estación de Bombeo de Villa María,Hogar San Bartolo 3,Consumption Point,50102,121
Estación de Bombeo de Villa María,Hogar San Bartolo 4,Consumption Point,37787,358
Estación de Bombeo de Villa María,Hogar San Bartolo 5,Consumption Point,39633,453
Estación de Bombeo de Villa María,Hogar San Bartolo 6,Consumption Point,33113,227
Estación de Bombeo de Villa María,Hogar San Bartolo 7,Consumption Point,24637,289
Estación de Bombeo de Villa María,Hogar San Bartolo 8,Consumption Point,29479,494
Estación de Bombeo de Villa María,Hogar San Bartolo 9,Consumption Point,27984,176
Estación de Bombeo de Villa María,Hogar San Bartolo 10,Consumption Point,31591,319
Estación de Bombeo de Villa María,Hogar San Bartolo 11,Consumption Point,39954,465
Estación de Bombeo de Villa María,Hogar San Bartolo 12,Consumption Point,46844,448
Estación de Bombeo de Villa María,Hogar San Bartolo 13,Consumption Point,45628,392
Estación de Bombeo de Villa María,Hogar San Bartolo 14,Consumption Point,57658,217
Estación de Bombeo de Villa María,Hogar San Bartolo 15,Consumption Point,40272,155
Estación de Bombeo de Villa María,Hogar San Bartolo 16,Consumption Point,38386,109
Estación de Bombeo de Villa María,Hogar San Bartolo 17,Consumption Point,56475,251
Estación de Bombeo de Villa María,Hogar San Bartolo 18,Consumption Point,31304,292
Estación de Bombeo de Villa María,Hogar San Bartolo 19,Consumption Point,55313,210
Estación de Bombeo de Villa María,Hogar San Bartolo 20,Consumption Point,23591,487
Estación de Bombeo de Villa María,Hogar San Bartolo 21,Consumption Point,27406,461
Estación de Bombeo de Villa María,Hogar San Bartolo 22,Consumption Point,34094,264
Estación de Bombeo de Villa María,Hogar San Bartolo 23,Consumption Point,39901,193
Estación de Bombeo de Villa María,Hogar San Bartolo 24,Consumption Point,28749,452
Estación de Bombeo de Villa María,Hogar San Bartolo 25,Consumption Point,57135,218
Estación de Bombeo de Villa María,Hogar San Bartolo 26,Consumption Point,27425,401
Estación de Bombeo de Villa María,Hogar San Bartolo 27,Consumption Point,42492,197
Estación de Bombeo de Villa María,Hogar San Bartolo 28,Consumption Point,55187,201
Estación de Bombeo de Villa María,Hogar San Bartolo 29,Consumption Point,44282,224
Estación de Bombeo de Villa María,Hogar San Bartolo 30,Consumption Point,46442,439
Estación de Bombeo de Villa María,Hogar San Bartolo 31,Consumption Point,31397,472
Estación de Bombeo de Villa María,Hogar San Bartolo 32,Consumption Point,25121,496
Estación de Bombeo de Villa María,Hogar San Bartolo 33,Consumption Point,49489,343
Estación de Bombeo de Villa María,Hogar San Bartolo 34,Consumption Point,43074,443
Estación de Bombeo de Villa María,Hogar San Bartolo 35,Consumption Point,44943,308
Estación de Bombeo de Villa María,Hogar San Bartolo 36,Consumption Point,54771,177
Estación de Bombeo de Villa María,Hogar San Bartolo 37,Consumption Point,29367,392
Estación de Bombeo de Villa María,Hogar San Bartolo 38,Consumption Point,27336,378
Estación de Bombeo de Villa María,Hogar San Bartolo 39,Consumption Point,30983,374
Estación de Bombeo de Villa María,Hogar San Bartolo 40,Consumption Point,36534,264
Estación de Bombeo de Villa María,Hogar Santa María del Mar 1,Consumption Point,57315,149
Estación de Bombeo de Villa María,Hogar Santa María del Mar 2,Consumption Point,22799,159
Estación de Bombeo de Villa María,Hogar Santa María del Mar 3,Consumption Point,36423,238
Estación de Bombeo de Villa María,Hogar Santa María del Mar 4,Consumption Point,56620,387
Estación de Bombeo de Villa María,Hogar Santa María del Mar 5,Consumption Point,47855,459
Estación de Bombeo de Villa María,Hogar Santa María del Mar 6,Consumption Point,22018,252
Estación de Bombeo de Villa María,Hogar Santa María del Mar 7,Consumption Point,27260,187
Estación de Bombeo de Villa María,Hogar Santa María del Mar 8,Consumption Point,44931,343
Estación de Bombeo de Villa María,Hogar Santa María del Mar 9,Consumption Point,55775,370
Estación de Bombeo de Villa María,Hogar Santa María del Mar 10,Consumption Point,56911,100
Estación de Bombeo de Villa María,Hogar Santa María del Mar 11,Consumption Point,38329,218
Estación de Bombeo de Villa María,Hogar Santa María del Mar 12,Consumption Point,38411,463
Estación de Bombeo de Villa María,Hogar Santa María del Mar 13,Consumption Point,23544,421
Estación de Bombeo de Villa María,Hogar Santa María del Mar 14,Consumption Point,43800,215
Estación de Bombeo de Villa María,Hogar Santa María del Mar 15,Consumption Point,43405,192
Estación de Bombeo de Villa María,Hogar Santa María del Mar 16,Consumption Point,26531,235
Estación de Bombeo de Villa María,Hogar Santa María del Mar 17,Consumption Point,54118,368
Estación de Bombeo de Villa María,Hogar Santa María del Mar 18,Consumption Point,21824,419
